OBJECTID,VAR_ROUTE,VAR_IDENT,VAR_DESCR,VAR_DIREC,MetroCategory,MetroBusType,RouteNumber,RouteName,TOOLTIP,NLA_URL
425, 152,W3,CLEVELAND H.S.,3,LocalNonCBD,Metro Local and Limited,152,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
426, 152,W3T,CLEVELAND TOP TURNAROUND,3,LocalNonCBD,Metro Local and Limited,152,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
427, 152,W4,POLY H.S. (ARLETA),3,LocalNonCBD,Metro Local and Limited,152,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
428, 152,W5,POLY H.S. (PEORIA ST.),3,LocalNonCBD,Metro Local and Limited,152,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
429, 152,W6,353 LIMITED,3,LocalNonCBD,Metro Local and Limited,152,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
430, 152,WS,Tuxford & San Fernando Pull,3,LocalNonCBD,Metro Local and Limited,152,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl,152 Woodland Hills - N Hollywood Sta Via Roscoe Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
431, 154,E1,END TO END(DX),2,LocalNonCBD,Metro Local and Limited,154,154 Tarzana - Burbank Sta Via Oxnard St - Burbank Bl,154 Tarzana - Burbank Sta Via Oxnard St - Burbank Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
432, 154,W1,END TO END(DX),3,LocalNonCBD,Metro Local and Limited,154,154 Tarzana - Burbank Sta Via Oxnard St - Burbank Bl,154 Tarzana - Burbank Sta Via Oxnard St - Burbank Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
433, 155,E1,MOORPARK TO BRBNK MTL,2,LocalNonCBD,Metro Local and Limited,155,155 Sherman Oaks-Burbank Sta Via Riverside Dr-Olive St,155 Sherman Oaks-Burbank Sta Via Riverside Dr-Olive St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
434, 155,E5,U/CSTO SHORTLINE,2,LocalNonCBD,Metro Local and Limited,155,155 Sherman Oaks-Burbank Sta Via Riverside Dr-Olive St,155 Sherman Oaks-Burbank Sta Via Riverside Dr-Olive St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
435, 155,W1,BRBNK MTL TO MOORPARK,3,LocalNonCBD,Metro Local and Limited,155,155 Sherman Oaks-Burbank Sta Via Riverside Dr-Olive St,155 Sherman Oaks-Burbank Sta Via Riverside Dr-Olive St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
436, 155,W5,UCSTO SHORTLINE,3,LocalNonCBD,Metro Local and Limited,155,155 Sherman Oaks-Burbank Sta Via Riverside Dr-Olive St,155 Sherman Oaks-Burbank Sta Via Riverside Dr-Olive St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
437, 156,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,156,156 Panorama -Van Nuys-Hollywood Via Chandler-Cahuenga,156 Panorama -Van Nuys-Hollywood Via Chandler-Cahuenga\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
438, 156,N3,OWL TRIPS,0,LocalNonCBD,Metro Local and Limited,156,156 Panorama -Van Nuys-Hollywood Via Chandler-Cahuenga,156 Panorama -Van Nuys-Hollywood Via Chandler-Cahuenga\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
439, 156,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,156,156 Panorama -Van Nuys-Hollywood Via Chandler-Cahuenga,156 Panorama -Van Nuys-Hollywood Via Chandler-Cahuenga\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
440, 156,S3,OWL TRIPS,1,LocalNonCBD,Metro Local and Limited,156,156 Panorama -Van Nuys-Hollywood Via Chandler-Cahuenga,156 Panorama -Van Nuys-Hollywood Via Chandler-Cahuenga\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
441, 158,E1,Main Variant,2,LocalNonCBD,Metro Local and Limited,158,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
442, 158,E2,Woodman-Roscoe ARR & LVE,2,LocalNonCBD,Metro Local and Limited,158,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
443, 158,E3,End at Osborne,2,LocalNonCBD,Metro Local and Limited,158,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
444, 158,W1,Main Variant,3,LocalNonCBD,Metro Local and Limited,158,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
445, 158,W2,Woodman-Roscoe ARR & LVE,3,LocalNonCBD,Metro Local and Limited,158,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
446, 158,W3,Devonshire & Sepulveda,3,LocalNonCBD,Metro Local and Limited,158,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman,158 Chatsworth Sta-Sherman Oaks Via Devonshire-Woodman\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
447, 161,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,161,161 Thousand Oaks -Agoura Hills -Calabasas -Warner Ctr,161 Thousand Oaks -Agoura Hills -Calabasas -Warner Ctr\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
448, 161,E2,WESTLAKE SHORTLINE,2,LocalNonCBD,Metro Local and Limited,161,161 Thousand Oaks -Agoura Hills -Calabasas -Warner Ctr,161 Thousand Oaks -Agoura Hills -Calabasas -Warner Ctr\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
449, 161,E5,SUNDAY ROUTE W/245,2,LocalNonCBD,Metro Local and Limited,161,161 Thousand Oaks -Agoura Hills -Calabasas -Warner Ctr,161 Thousand Oaks -Agoura Hills -Calabasas -Warner Ctr\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
450, 161,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,161,161 Thousand Oaks -Agoura Hills -Calabasas -Warner Ctr,161 Thousand Oaks -Agoura Hills -Calabasas -Warner Ctr\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
451, 161,W2,WESTLAKE SHORTLINE,3,LocalNonCBD,Metro Local and Limited,161,161 Thousand Oaks -Agoura Hills -Calabasas -Warner Ctr,161 Thousand Oaks -Agoura Hills -Calabasas -Warner Ctr\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
452, 163,E1,End to End,2,LocalNonCBD,Metro Local and Limited,163,163 West Hills -Sun Valley-N Hollywood Via Sherman Way,163 West Hills -Sun Valley-N Hollywood Via Sherman Way\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
453, 163,E2,INTERLINE W/222,2,LocalNonCBD,Metro Local and Limited,163,163 West Hills -Sun Valley-N Hollywood Via Sherman Way,163 West Hills -Sun Valley-N Hollywood Via Sherman Way\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
454, 163,E3,162 LOCAL,2,LocalNonCBD,Metro Local and Limited,163,163 West Hills -Sun Valley-N Hollywood Via Sherman Way,163 West Hills -Sun Valley-N Hollywood Via Sherman Way\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
455, 163,E4,162 LOCAL,2,LocalNonCBD,Metro Local and Limited,163,163 West Hills -Sun Valley-N Hollywood Via Sherman Way,163 West Hills -Sun Valley-N Hollywood Via Sherman Way\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
456, 163,W1,End to End,3,LocalNonCBD,Metro Local and Limited,163,163 West Hills -Sun Valley-N Hollywood Via Sherman Way,163 West Hills -Sun Valley-N Hollywood Via Sherman Way\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
457, 163,W3,162 LOCAL,3,LocalNonCBD,Metro Local and Limited,163,163 West Hills -Sun Valley-N Hollywood Via Sherman Way,163 West Hills -Sun Valley-N Hollywood Via Sherman Way\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
458, 164,E1,VALTER TO FROMET,2,LocalNonCBD,Metro Local and Limited,164,164 West Hills - Burbank Via Victory Bl,164 West Hills - Burbank Via Victory Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
459, 164,E3,WARNER CTR S. L.,2,LocalNonCBD,Metro Local and Limited,164,164 West Hills - Burbank Via Victory Bl,164 West Hills - Burbank Via Victory Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
460, 164,E4,BIRMINGHAM H.S.,2,LocalNonCBD,Metro Local and Limited,164,164 West Hills - Burbank Via Victory Bl,164 West Hills - Burbank Via Victory Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
461, 164,E5,A.M. P/O to VANPLA,2,LocalNonCBD,Metro Local and Limited,164,164 West Hills - Burbank Via Victory Bl,164 West Hills - Burbank Via Victory Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
462, 164,W1,FROMET TO VALTER,3,LocalNonCBD,Metro Local and Limited,164,164 West Hills - Burbank Via Victory Bl,164 West Hills - Burbank Via Victory Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
463, 164,W2,W/B SCHOOL TRIPPER,3,LocalNonCBD,Metro Local and Limited,164,164 West Hills - Burbank Via Victory Bl,164 West Hills - Burbank Via Victory Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
464, 164,W3,WARNER CTR S/L,3,LocalNonCBD,Metro Local and Limited,164,164 West Hills - Burbank Via Victory Bl,164 West Hills - Burbank Via Victory Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
465, 165,E1,VALTER TO FROMET,2,LocalNonCBD,Metro Local and Limited,165,165 West Hills - Burbank Via Vanowen St,165 West Hills - Burbank Via Vanowen St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
466, 165,E2,WARNER CTR S.LINE,2,LocalNonCBD,Metro Local and Limited,165,165 West Hills - Burbank Via Vanowen St,165 West Hills - Burbank Via Vanowen St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
467, 165,E3,VANRES TO VANBAL,2,LocalNonCBD,Metro Local and Limited,165,165 West Hills - Burbank Via Vanowen St,165 West Hills - Burbank Via Vanowen St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
468, 165,E4,A.M. P/O TO VANPLA,2,LocalNonCBD,Metro Local and Limited,165,165 West Hills - Burbank Via Vanowen St,165 West Hills - Burbank Via Vanowen St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
469, 165,W1,FROMET TO VALTER,3,LocalNonCBD,Metro Local and Limited,165,165 West Hills - Burbank Via Vanowen St,165 West Hills - Burbank Via Vanowen St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
470, 165,W2,WARNER CTR S.LINE,3,LocalNonCBD,Metro Local and Limited,165,165 West Hills - Burbank Via Vanowen St,165 West Hills - Burbank Via Vanowen St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
471, 165,W3,VANBAL TO VANRES,3,LocalNonCBD,Metro Local and Limited,165,165 West Hills - Burbank Via Vanowen St,165 West Hills - Burbank Via Vanowen St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
472, 165,W4,VANSEP TO VANBAL,3,LocalNonCBD,Metro Local and Limited,165,165 West Hills - Burbank Via Vanowen St,165 West Hills - Burbank Via Vanowen St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
473, 165,W5,VAN NUYS TO AMESTOY,3,LocalNonCBD,Metro Local and Limited,165,165 West Hills - Burbank Via Vanowen St,165 West Hills - Burbank Via Vanowen St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
474, 166,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,166,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
475, 166,E2,LIMITED SERVICE,2,LocalNonCBD,Metro Local and Limited,166,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
476, 166,E3,MONROE HI SHORTLINE,2,LocalNonCBD,Metro Local and Limited,166,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
477, 166,E7,NORDHOFF & HASKELL,2,LocalNonCBD,Metro Local and Limited,166,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
478, 166,E9,BRANFORD STOP,2,LocalNonCBD,Metro Local and Limited,166,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
479, 166,EB,SCH NOR/GLOR TO OSB/GLE,2,LocalNonCBD,Metro Local and Limited,166,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
480, 166,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,166,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
481, 166,W2,LIMITED SERVICE,3,LocalNonCBD,Metro Local and Limited,166,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
482, 166,W3,PLUMMER TERMINAL,3,LocalNonCBD,Metro Local and Limited,166,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
483, 166,W6,START AT ARLOSB,3,LocalNonCBD,Metro Local and Limited,166,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St,166 Chatsworth Sta -Sun Valley Via Nordhoff-Osborne St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
484, 167,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,167,167 Chatsworth Sta-Studio Cty-Csun Via Plummr-Cldwt Cn,167 Chatsworth Sta-Studio Cty-Csun Via Plummr-Cldwt Cn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
485, 167,E3,WEEKEND NO CSUN,2,LocalNonCBD,Metro Local and Limited,167,167 Chatsworth Sta-Studio Cty-Csun Via Plummr-Cldwt Cn,167 Chatsworth Sta-Studio Cty-Csun Via Plummr-Cldwt Cn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
486, 167,E4,MONROE HS,2,LocalNonCBD,Metro Local and Limited,167,167 Chatsworth Sta-Studio Cty-Csun Via Plummr-Cldwt Cn,167 Chatsworth Sta-Studio Cty-Csun Via Plummr-Cldwt Cn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
487, 167,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,167,167 Chatsworth Sta-Studio Cty-Csun Via Plummr-Cldwt Cn,167 Chatsworth Sta-Studio Cty-Csun Via Plummr-Cldwt Cn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
488, 167,W3,WEEKEND NO CSUN,3,LocalNonCBD,Metro Local and Limited,167,167 Chatsworth Sta-Studio Cty-Csun Via Plummr-Cldwt Cn,167 Chatsworth Sta-Studio Cty-Csun Via Plummr-Cldwt Cn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
489, 169,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
490, 169,E2,FULTON M.S.,2,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
491, 169,E3,WEEKEND FROM AIRPORT,2,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
492, 169,E4,VINSTL TO SUNGLE SCHOOL,2,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
493, 169,E5,SATLAU TO VINSTL,2,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
494, 169,E6,SUNSAN TO SUNGLE,2,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
495, 169,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
496, 169,W2,WEEKEND TO AIRPORT,3,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
497, 169,W4,SATSEP TERMINAL,3,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
498, 169,W5,SUNDAY VINSTL S/L,3,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
499, 169,W6,SAN FERNANDO RD,3,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
500, 169,W7,SCH VINSTL TO SATTOP,3,LocalNonCBD,Metro Local and Limited,169,169 West Hills -Sunland Via Saticoy St - Sunland Bl,169 West Hills -Sunland Via Saticoy St - Sunland Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
501, 175,E1,End to End,2,LocalNonCBD,Metro Local and Limited,175,175 Silverlake - Hollywood Via Hyperion - Fountain Avs,175 Silverlake - Hollywood Via Hyperion - Fountain Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
502, 175,E2,Marshall High,2,LocalNonCBD,Metro Local and Limited,175,175 Silverlake - Hollywood Via Hyperion - Fountain Avs,175 Silverlake - Hollywood Via Hyperion - Fountain Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
503, 175,W1,End to End,3,LocalNonCBD,Metro Local and Limited,175,175 Silverlake - Hollywood Via Hyperion - Fountain Avs,175 Silverlake - Hollywood Via Hyperion - Fountain Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
504, 175,W2,Marshall High,3,LocalNonCBD,Metro Local and Limited,175,175 Silverlake - Hollywood Via Hyperion - Fountain Avs,175 Silverlake - Hollywood Via Hyperion - Fountain Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
505, 176,E1,combined,2,LocalNonCBD,Metro Local and Limited,176,176 Highland Park - Montebello Via Mission-Tyler-Rush,176 Highland Park - Montebello Via Mission-Tyler-Rush\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
506, 176,W1,combined,3,LocalNonCBD,Metro Local and Limited,176,176 Highland Park - Montebello Via Mission-Tyler-Rush,176 Highland Park - Montebello Via Mission-Tyler-Rush\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
507, 177,E1,JPL to HILCOL,2,LocalNonCBD,Metro Local and Limited,177,177 JPL-Pasadena-Pcc College Via California Bl,177 JPL-Pasadena-Pcc College Via California Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
508, 177,W1,COLHIO to JPL,3,LocalNonCBD,Metro Local and Limited,177,177 JPL-Pasadena-Pcc College Via California Bl,177 JPL-Pasadena-Pcc College Via California Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
509, 180,E1,ROUTE 180 END TO END,2,LocalNonCBD,Metro Local and Limited,180,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
510, 180,E2,181 ROUTE,2,LocalNonCBD,Metro Local and Limited,180,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
511, 180,E4,BROADWAY ARR LVE,2,LocalNonCBD,Metro Local and Limited,180,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
512, 180,E5,LA LOMA & FIGUEROA,2,LocalNonCBD,Metro Local and Limited,180,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
513, 180,W1,ROUTE 180,3,LocalNonCBD,Metro Local and Limited,180,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
514, 180,W2,ROUTE 181,3,LocalNonCBD,Metro Local and Limited,180,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
515, 180,W4,BROADWAY ARR LVE,3,LocalNonCBD,Metro Local and Limited,180,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
516, 180,W5,LA LOMA & FIGUEROA,3,LocalNonCBD,Metro Local and Limited,180,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado,180 Hollywood-Glendale-Pasadena Via Los Feliz-Colorado\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
517, 183,E1,LINE 183 END TO END,2,LocalNonCBD,Metro Local and Limited,183,183 Sherman Oaks - Glendale Via Magnolia Bl,183 Sherman Oaks - Glendale Via Magnolia Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
