DataExtractDate,ReportPeriod,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Scheduled,Arrival,International,4009
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Charter,Arrival,Domestic,32
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,Charter,Departure,International,8
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Charter,Arrival,Domestic,24
04/18/2018 03:12:41 PM,12/01/2010 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,01/01/2006 12:00:00 AM,Charter,Departure,Domestic,62
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,Charter,Arrival,Domestic,15
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,20943
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Charter,Arrival,Domestic,38
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,20577
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Charter,Arrival,Domestic,32
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,Charter,Arrival,Domestic,9
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Scheduled,Arrival,Domestic,20215
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Charter,Departure,International,17
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Scheduled,Departure,International,4141
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Charter,Arrival,Domestic,7
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Charter,Arrival,International,3
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,Scheduled,Arrival,International,5280
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Charter,Departure,Domestic,70
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,20036
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Charter,Arrival,Domestic,16
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Scheduled,Arrival,International,3640
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,16393
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Charter,Departure,International,3
02/02/2021 08:17:02 AM,12/01/2020 12:00:00 AM,Charter,Departure,Domestic,15
04/01/2021 09:37:48 AM,01/01/2021 12:00:00 AM,Scheduled,Arrival,International,2248
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,22811
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,20817
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,18165
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Scheduled,Arrival,International,5091
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,20326
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,Scheduled,Arrival,International,3409
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Charter,Departure,International,9
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Charter,Arrival,Domestic,60
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,Charter,Departure,International,5
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Charter,Departure,Domestic,28
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,18516
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,18728
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,Scheduled,Departure,International,4358
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,21018
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,Scheduled,Departure,International,3222
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Scheduled,Departure,International,4690
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,19473
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,17663
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,Charter,Departure,International,100
04/18/2018 03:12:41 PM,04/01/2012 12:00:00 AM,Charter,Departure,Domestic,30
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,16981
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,Scheduled,Arrival,International,4280
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,20981
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,Scheduled,Arrival,International,3387
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Charter,Departure,Domestic,10
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,19512
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Charter,Arrival,International,9
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,Scheduled,Departure,International,3647
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Scheduled,Departure,International,3889
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Charter,Arrival,Domestic,17
12/07/2020 01:58:36 PM,10/01/2020 12:00:00 AM,Scheduled,Arrival,International,1513
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Charter,Departure,International,6
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,18617
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Scheduled,Departure,International,4565
04/18/2018 03:12:41 PM,12/01/2011 12:00:00 AM,Charter,Departure,International,5
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,16407
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Charter,Departure,Domestic,19
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,18151
04/29/2020 07:14:24 AM,02/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,19014
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Scheduled,Departure,International,3996
01/10/2021 06:01:37 AM,11/01/2020 12:00:00 AM,Charter,Departure,Domestic,31
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Scheduled,Arrival,International,3993
01/30/2019 07:34:09 AM,11/01/2018 12:00:00 AM,Charter,Departure,Domestic,16
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Charter,Arrival,Domestic,25
04/18/2018 03:12:41 PM,08/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,18740
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,Scheduled,Departure,International,3894
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Charter,Arrival,Domestic,6
04/18/2018 03:12:41 PM,12/01/2009 12:00:00 AM,Scheduled,Departure,International,3920
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Scheduled,Arrival,Domestic,19305
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,Charter,Departure,Domestic,12
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,21463
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,Charter,Arrival,Domestic,12
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Scheduled,Departure,International,4504
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Charter,Departure,Domestic,33
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,Scheduled,Departure,International,3727
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Charter,Departure,International,5
04/18/2018 03:12:41 PM,12/01/2009 12:00:00 AM,Charter,Arrival,Domestic,59
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Charter,Arrival,Domestic,15
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,Charter,Departure,Domestic,9
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,20386
12/07/2020 01:58:36 PM,10/01/2020 12:00:00 AM,Charter,Departure,Domestic,26
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,18479
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Charter,Arrival,Domestic,4
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,20073
04/18/2018 03:12:41 PM,12/01/2010 12:00:00 AM,Charter,Departure,Domestic,35
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Scheduled,Arrival,Domestic,19843
05/04/2020 06:39:48 AM,01/01/2020 12:00:00 AM,Charter,Arrival,Domestic,14
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,Charter,Arrival,Domestic,10
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,21441
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,20505
09/28/2020 04:07:45 PM,08/01/2020 12:00:00 AM,Charter,Arrival,International,8
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,Scheduled,Departure,International,3568
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,17296
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,17634
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Scheduled,Arrival,International,3308
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Scheduled,Departure,International,3339
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,Scheduled,Departure,International,4545
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Charter,Departure,Domestic,52
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Charter,Arrival,Domestic,38
05/23/2018 07:44:39 AM,03/01/2018 12:00:00 AM,Charter,Arrival,Domestic,27
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Scheduled,Arrival,International,3714
04/01/2021 09:37:48 AM,02/01/2021 12:00:00 AM,Scheduled,Arrival,International,1619
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Charter,Arrival,Domestic,8
04/18/2018 03:12:41 PM,03/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,19615
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,Scheduled,Departure,International,3627
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Charter,Arrival,Domestic,34
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Charter,Departure,Domestic,15
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Scheduled,Arrival,International,3418
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,20147
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Scheduled,Arrival,International,3509
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Charter,Arrival,International,2
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Charter,Departure,International,0
11/10/2020 06:01:35 AM,09/01/2020 12:00:00 AM,Scheduled,Departure,International,1267
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Charter,Departure,Domestic,30
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,21447
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Charter,Arrival,Domestic,10
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Charter,Arrival,Domestic,21
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,Scheduled,Departure,Domestic,20467
04/18/2018 03:12:41 PM,12/01/2007 12:00:00 AM,Scheduled,Departure,Domestic,21516
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Scheduled,Departure,International,3630
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Scheduled,Arrival,International,4523
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,Scheduled,Departure,International,4213
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Charter,Arrival,International,8
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,Scheduled,Departure,International,4210
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Charter,Arrival,Domestic,23
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Scheduled,Arrival,International,4158
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,22326
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Scheduled,Arrival,International,4175
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,Charter,Arrival,Domestic,20
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Charter,Departure,Domestic,17
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,Scheduled,Departure,International,4919
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Charter,Arrival,Domestic,14
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Scheduled,Departure,International,589
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Charter,Departure,International,5
10/27/2020 08:53:01 AM,09/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,8544
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,20994
07/10/2020 06:01:26 AM,05/01/2020 12:00:00 AM,Charter,Departure,Domestic,7
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Scheduled,Arrival,International,3532
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,20244
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Scheduled,Arrival,International,4443
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Charter,Arrival,Domestic,12
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,Charter,Arrival,Domestic,46
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Charter,Departure,Domestic,9
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,21691
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,17654
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Scheduled,Arrival,International,3450
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Scheduled,Departure,Domestic,19627
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,Charter,Arrival,International,6
03/03/2021 10:48:12 AM,01/01/2021 12:00:00 AM,Scheduled,Arrival,Domestic,10110
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,19477
12/10/2019 06:01:20 AM,10/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,20895
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,Scheduled,Arrival,International,3967
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,Charter,Departure,Domestic,17
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,Charter,Arrival,Domestic,26
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Scheduled,Departure,International,4193
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Scheduled,Departure,International,4611
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Scheduled,Departure,International,4081
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Scheduled,Arrival,International,3967
05/04/2020 06:39:48 AM,01/01/2020 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Scheduled,Departure,International,3953
07/10/2019 06:01:27 AM,05/01/2019 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,Scheduled,Departure,International,4819
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,Charter,Departure,Domestic,26
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Scheduled,Departure,International,4588
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Scheduled,Departure,Domestic,20227
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,20829
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,Scheduled,Departure,International,3729
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,19048
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,20104
12/07/2020 01:58:36 PM,10/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,9442
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Charter,Departure,Domestic,39
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Scheduled,Departure,International,3757
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Scheduled,Departure,International,3485
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,18580
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,17652
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Charter,Arrival,International,8
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,Charter,Departure,International,12
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,20928
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Charter,Arrival,International,7
05/23/2018 07:44:39 AM,03/01/2018 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Charter,Arrival,International,8
04/18/2018 03:12:41 PM,12/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,19136
04/18/2018 03:12:41 PM,03/01/2012 12:00:00 AM,Scheduled,Departure,International,3788
03/22/2019 10:49:20 AM,02/01/2019 12:00:00 AM,Scheduled,Arrival,International,4469
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,Charter,Departure,Domestic,18
04/18/2018 03:12:41 PM,10/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,18852
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,Charter,Arrival,International,11
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,20856
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Charter,Departure,Domestic,28
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,16858
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,Charter,Arrival,Domestic,21
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Scheduled,Arrival,International,4538
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Scheduled,Departure,International,5188
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Charter,Arrival,Domestic,26
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Scheduled,Arrival,International,3993
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Charter,Arrival,Domestic,7
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Charter,Departure,International,5
04/18/2018 03:12:41 PM,12/01/2007 12:00:00 AM,Scheduled,Arrival,International,4577
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Charter,Arrival,Domestic,13
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Scheduled,Departure,International,5104
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Scheduled,Departure,International,5154
01/10/2021 06:01:37 AM,11/01/2020 12:00:00 AM,Scheduled,Arrival,International,1636
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,Scheduled,Arrival,Domestic,20221
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Scheduled,Arrival,International,3685
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Scheduled,Departure,International,3911
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,4106
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,Scheduled,Arrival,International,3739
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Charter,Departure,Domestic,15
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Charter,Departure,International,2
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,20260
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Charter,Departure,Domestic,15
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Scheduled,Arrival,International,5006
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,Charter,Arrival,Domestic,10
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,Charter,Arrival,Domestic,16
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,21413
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,19479
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Charter,Arrival,Domestic,48
04/18/2018 03:12:41 PM,08/01/2009 12:00:00 AM,Charter,Arrival,International,5
02/10/2019 06:01:29 AM,12/01/2018 12:00:00 AM,Charter,Arrival,Domestic,31
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,Charter,Departure,Domestic,8
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Scheduled,Arrival,International,4304
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Charter,Arrival,Domestic,24
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Charter,Arrival,Domestic,21
07/10/2020 06:01:26 AM,05/01/2020 12:00:00 AM,Charter,Arrival,Domestic,8
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,18079
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,15409
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Charter,Departure,Domestic,33
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,Charter,Departure,Domestic,24
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Charter,Arrival,International,8
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,20254
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,Scheduled,Arrival,International,3695
01/10/2021 06:01:37 AM,11/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,9854
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Scheduled,Departure,International,4406
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Charter,Arrival,Domestic,16
