date,area,vaccinated_cases,boosted_cases,vaccinated_hosp,boosted_hosp,vaccinated_deaths,boosted_deaths,population_unvaccinated,fully_vaccinated,population_boosted,vaccinated_cases_per_100k,boosted_cases_per_100k,vaccinated_hosp_per_100k,boosted_hosp_per_100k,unvaccinated_deaths_per_100k,vaccinated_deaths_per_100k,boosted_deaths_per_100k
9/21/21,California,1916,14,91,2,15,1,7971121,23240994,269509,7.63060552,3.97548346,0.33376984,0.37104512,1.1756726,0.07130258,0.10601289
9/22/21,California,1855,15,61,0,13,1,7935197,23274999,280818,7.44759891,3.71364066,0.31732394,0.20348716,1.21520072,0.06628817,0.15261537
9/23/21,California,1639,9,63,2,26,0,7899568,23308011,292565,7.24704848,3.56453145,0.30093884,0.29297519,1.20802266,0.06987175,0.14648759
9/24/21,California,1602,13,68,1,19,1,7857873,23352966,305199,7.13460918,3.37016644,0.29974779,0.2808472,1.18352638,0.07218416,0.18723147
9/25/21,California,1227,11,72,2,17,0,7833223,23382075,310894,7.07379478,3.44628256,0.30242947,0.32165304,1.16901343,0.0739272,0.1378513
9/26/21,California,1075,6,46,2,12,0,7819187,23397683,314120,7.00924104,3.50184643,0.29001651,0.40930673,1.18207393,0.07326733,0.13643558
9/27/21,California,1924,15,70,1,14,0,7786806,23434273,323436,6.85077182,3.66599354,0.28712525,0.44168597,1.16680887,0.0707145,0.13250579
9/28/21,California,1783,6,70,2,16,0,7756254,23470452,332024,6.75925871,3.22696122,0.27390062,0.4302615,1.16956311,0.07121416,0.0860523
9/29/21,California,1637,12,61,1,15,0,7725378,23506276,340330,6.61647006,3.0222767,0.27348319,0.46173672,1.13355526,0.07232111,0.04197607
9/30/21,California,1513,13,54,1,19,0,7693558,23542190,349562,6.52991805,3.10592766,0.26760467,0.40867469,1.09182254,0.06796309,0.04086747
10/1/21,California,1511,8,73,1,16,0,7658265,23585013,360554,6.46294201,2.81313122,0.27014734,0.39621566,1.0744694,0.06602256,0
10/2/21,California,1040,5,62,1,22,0,7636777,23610451,366403,6.34283279,2.53428992,0.26380569,0.35090168,1.05317428,0.06897672,0
10/3/21,California,1000,8,38,0,15,0,7624598,23624282,370122,6.29376649,2.5860199,0.25881361,0.27018118,1.02487839,0.07075045,0
10/4/21,California,1898,11,89,0,9,1,7594597,23654236,381845,6.27009411,2.35697731,0.26996071,0.22447403,0.9837821,0.06764116,0.03741234
10/5/21,California,1742,12,73,2,20,0,7566025,23681504,392633,6.23814144,2.51052328,0.27145959,0.21830637,0.98372093,0.06997625,0.0363844
10/6/21,California,1620,18,67,3,13,0,7538327,23708073,402720,6.22090687,2.66048016,0.27477078,0.28378455,0.99681079,0.0686927,0.03547307
10/7/21,California,1425,17,69,3,17,0,7511429,23728699,416166,6.16251955,2.71182996,0.28356259,0.34326962,1.01559523,0.0674289,0.03432696
10/8/21,California,1489,14,60,3,6,0,7477597,23740464,449180,6.14622721,2.70333878,0.27559938,0.38164783,1.02592164,0.06137803,0.03180399
10/9/21,California,1101,10,50,0,12,0,7457798,23737510,477143,6.1837031,2.69460997,0.26841183,0.32934122,0.96734796,0.05536746,0.02994011
10/10/21,California,981,7,41,0,8,0,7447862,23734950,493622,6.17293425,2.57571294,0.27024644,0.31834654,0.96672038,0.05116024,0.02894059
10/11/21,California,1689,10,76,1,17,0,7417378,23694281,559771,6.05751959,2.24581634,0.26287235,0.30624768,0.94565569,0.0560714,0
10/12/21,California,1688,14,77,0,11,0,7386035,23660987,627378,6.03343989,2.04934551,0.26565732,0.22770506,0.89938067,0.0507164,0
10/13/21,California,1576,15,63,1,7,0,7355754,23629440,694517,6.01489377,1.78952732,0.2635937,0.16455424,0.81374585,0.04715667,0
10/14/21,California,1423,14,82,0,13,0,7325333,23596699,763546,6.02202876,1.57161455,0.27182979,0.09354848,0.77617144,0.04480046,0
10/15/21,California,1493,27,94,2,12,0,7291854,23560459,840081,6.03371704,1.6495008,0.29286356,0.06802065,0.72683847,0.04850742,0
10/16/21,California,1138,18,52,0,13,0,7273291,23553858,868915,6.05784896,1.72629083,0.29415867,0.06576346,0.74047832,0.04912753,0
10/17/21,California,1147,12,61,1,13,0,7262006,23552234,883657,6.15895472,1.77832414,0.30631004,0.08083292,0.72785871,0.05216369,0
10/18/21,California,2015,29,88,4,11,0,7234794,23523151,941542,6.36455064,1.95727556,0.3139764,0.12138143,0.7404693,0.04858436,0
10/19/21,California,1858,27,82,3,17,0,7208269,23491940,1001118,6.4763854,2.02630602,0.3174341,0.15696737,0.72932113,0.05229757,0
10/20/21,California,1852,18,63,2,11,1,7182141,23462418,1059006,6.65258433,1.95601212,0.31783352,0.16187687,0.73396339,0.05479888,0.01348974
10/21/21,California,1720,23,106,2,12,0,7154525,23426701,1123443,6.84383906,1.9582658,0.33295341,0.17802416,0.80668228,0.05427263,0.01271601
10/22/21,California,1741,30,78,3,17,0,7119450,23387280,1199124,7.00686136,1.87041302,0.32374131,0.17870188,0.8287157,0.05741827,0.01191346
10/23/21,California,1242,23,66,4,12,3,7100934,23378494,1227757,7.07304512,1.88497049,0.33241784,0.22107679,0.8006995,0.05682879,0.04654248
10/24/21,California,1170,19,61,2,8,1,7090301,23375619,1242017,7.0879712,1.94384273,0.33245873,0.23004056,0.79182615,0.05378009,0.05751014
10/25/21,California,2120,35,107,3,7,0,7062628,23349096,1296457,7.16026497,1.92833237,0.34446118,0.2093618,0.79088326,0.05139385,0.05509521
10/26/21,California,1917,36,76,2,12,0,7037407,23319883,1353092,7.20537798,1.94264058,0.3412171,0.19004093,0.80589748,0.04839524,0.05278915
10/27/21,California,1960,42,88,1,10,0,7012803,23293798,1405277,7.27968142,2.1144789,0.3569313,0.17281799,0.80872492,0.04783615,0.04066306
10/28/21,California,1691,35,78,2,16,1,6988510,23265745,1459184,7.27065232,2.15384567,0.34016902,0.16643353,0.73385764,0.05034993,0.04895104
10/29/21,California,1620,28,64,2,14,0,6958370,23230443,1526858,7.20729137,2.03966951,0.33207656,0.14970051,0.72266514,0.04858157,0.04678141
10/30/21,California,1248,22,57,3,15,0,6942358,23219739,1554510,7.21430528,1.99419753,0.32669249,0.13784776,0.7510828,0.05044969,0.0183797
10/31/21,California,1146,24,50,3,9,1,6933131,23216067,1567327,7.20067824,2.02346324,0.31997545,0.14583519,0.73971939,0.051073,0.0182294
11/1/21,California,2186,50,78,4,8,0,6908126,23192627,1618135,7.24860904,2.09235588,0.30243602,0.1500846,0.74860079,0.05174058,0.01765701
11/2/21,California,1903,59,64,2,14,0,6886698,23164404,1670905,7.24880665,2.22291855,0.29540398,0.14534467,0.76130203,0.05303704,0.01709937
11/3/21,California,1941,55,80,4,17,1,6865443,23138155,1721329,7.24529925,2.26569122,0.29079983,0.1659847,0.75949734,0.05741907,0.02489771
11/4/21,California,1732,33,66,2,15,0,6843841,23109401,1774812,7.27965954,2.18131755,0.28374352,0.16098285,0.74519557,0.05687234,0.01609828
11/5/21,California,1641,47,47,2,15,0,6814707,23035604,1880574,7.31600402,2.20297481,0.27410984,0.1519293,0.75467032,0.05767469,0.01519293
11/6/21,California,1217,29,51,2,13,1,6798136,22992956,1941024,7.3103134,2.18588598,0.27089042,0.13983782,0.74600281,0.05653905,0.02207966
11/7/21,California,1095,22,50,1,18,0,6789336,22972362,1971083,7.28515173,2.13805594,0.27113326,0.12321,0.78484427,0.06218653,0.01449529
11/8/21,California,1963,52,70,3,15,0,6762200,22887992,2083359,7.1728192,2.03654634,0.26713946,0.10971293,0.78799376,0.06678486,0.01371412
11/9/21,California,1749,47,67,4,20,0,6734858,22785785,2213273,7.10844189,1.839551,0.2702186,0.11618217,0.79543516,0.07084618,0.01290913
11/10/21,California,1650,45,50,2,11,1,6707645,22680726,2345715,6.95807911,1.67478634,0.25257443,0.09744211,0.80718132,0.06739517,0.01218026
11/11/21,California,1306,45,49,0,19,0,6681741,22575830,2478557,6.72084133,1.6541883,0.24299059,0.08069211,0.85307108,0.07023947,0.01152744
11/12/21,California,1469,65,53,6,13,1,6651218,22449028,2638606,6.6493493,1.65130484,0.24818128,0.09745406,0.86128156,0.06936349,0.01624234
11/13/21,California,1039,34,57,1,10,1,6635070,22394238,2710683,6.55206806,1.63374745,0.252616,0.0895926,0.83754095,0.06761943,0.01581046
11/14/21,California,1005,38,45,5,17,0,6626173,22370583,2744057,6.50152288,1.69717424,0.24969015,0.10932718,0.81063814,0.06705234,0.01561817
11/15/21,California,1891,74,65,4,16,1,6597403,22275054,2869346,6.48322943,1.73259989,0.24755431,0.10953218,0.8271653,0.06798124,0.01991494
11/16/21,California,1651,62,54,3,6,2,6568700,22165299,3007606,6.45217038,1.72420001,0.24040151,0.09974711,0.80033231,0.05929474,0.02849917
11/17/21,California,1554,64,60,3,15,0,6540623,22057158,3143082,6.42162772,1.73623942,0.24805682,0.09999285,0.81468867,0.06217612,0.02272565
11/18/21,California,1351,48,46,2,9,0,6512109,21945876,3281880,6.48348301,1.67586871,0.2473618,0.10446974,0.79851243,0.05598188,0.02176453
11/19/21,California,1364,49,44,1,15,0,6478497,21814790,3446885,6.45368185,1.52933114,0.24295444,0.07874605,0.82470628,0.05762801,0.01657812
11/20/21,California,1041,44,42,2,12,0,6461698,21759500,3519011,6.47139345,1.53858164,0.23372386,0.08119164,0.8467478,0.05908749,0.01217875
11/21/21,California,922,37,48,6,17,0,6451966,21733373,3554943,6.42461579,1.5190117,0.23597678,0.08438954,0.84802502,0.05915852,0.01205565
11/22/21,California,1587,74,55,6,10,0,6423134,21642435,3673421,6.25094701,1.47001936,0.23036753,0.08944562,0.84071109,0.05544663,0.00777788
11/23/21,California,1530,71,69,7,17,0,6392320,21536318,3805539,6.20148453,1.45276962,0.2414526,0.10135602,0.87381644,0.06301648,0
11/24/21,California,1501,89,50,4,16,1,6361572,21426616,3940105,6.19789891,1.4937963,0.23602154,0.10152014,0.83761866,0.06400584,0.00362572
11/25/21,California,781,27,45,3,13,0,6333294,21321737,4067807,5.84648159,1.37315125,0.23651249,0.10184498,0.80977947,0.06700071,0.0035119
11/26/21,California,1378,56,40,3,11,1,6299763,21190890,4228032,5.89201977,1.34476614,0.2352763,0.10474309,0.77100406,0.06471784,0.00675762
11/27/21,California,1339,76,51,5,9,0,6281069,21126654,4307082,6.11144035,1.42622247,0.24207741,0.11277108,0.74145704,0.06288603,0.00663359
11/28/21,California,1498,75,50,4,17,0,6270703,21093436,4348202,6.51116571,1.53758135,0.24381315,0.10513377,0.69939755,0.06298506,0.00657086
11/29/21,California,2518,137,65,10,11,2,6241092,20984398,4481707,7.1788029,1.69259487,0.25188782,0.11475219,0.70729381,0.06399312,0.01275024
11/30/21,California,2152,112,78,6,10,0,6209541,20859530,4631628,7.64775484,1.76426703,0.25955933,0.1079534,0.67407789,0.05958222,0.01233753
12/1/21,California,2334,138,95,12,11,0,6178338,20732321,4783654,8.2686628,1.85452973,0.29215942,0.12841349,0.70291673,0.05650253,0.00895908
12/2/21,California,1921,128,78,7,14,2,6147594,20602688,4937385,9.11115509,2.08901791,0.31687959,0.1359887,0.73199369,0.05755144,0.01446688
12/3/21,California,1864,120,55,3,14,2,6113371,20448133,5119178,9.51955579,2.19343251,0.32975417,0.13115945,0.73609143,0.06008233,0.01674376
12/4/21,California,1307,91,51,5,11,0,6092625,20365954,5215886,9.53552188,2.19384725,0.33108477,0.12872762,0.77142447,0.06172767,0.01643331
12/5/21,California,1197,86,69,6,14,3,6081630,20325655,5263925,9.34287235,2.20367881,0.34509519,0.13298062,0.78221511,0.05974153,0.02442501
12/6/21,California,2246,141,71,8,10,0,6050556,20193001,5420756,9.21181976,2.15046441,0.35160698,0.12386253,0.7272059,0.05942653,0.01844761
12/7/21,California,1918,142,50,3,12,0,6018182,20051642,5586380,9.11004837,2.16342502,0.33413722,0.11251856,0.75485539,0.06127037,0.01790068
12/8/21,California,1938,174,56,4,11,0,5989129,19938423,5721093,8.87804847,2.20237636,0.30809142,0.08989291,0.73227915,0.06161828,0.01747918
12/9/21,California,1699,179,50,8,14,0,5988213,19936308,5724121,8.71991229,2.32849226,0.28806021,0.09234106,0.71092041,0.06162482,0.01247852
12/10/21,California,1742,167,48,4,10,0,5968538,19855036,5822981,8.66782614,2.40426682,0.28420282,0.09322667,0.69650941,0.05899907,0.00736
12/11/21,California,1359,143,53,8,8,2,5955327,19798361,5891393,8.73015989,2.50243994,0.2864595,0.09941864,0.67166757,0.05700328,0.01212422
12/12/21,California,1575,216,41,8,11,0,5946564,19768071,5928648,9.01670462,2.79996384,0.26666378,0.10361312,0.68707144,0.05492262,0.00481921
12/13/21,California,3206,417,58,10,8,1,5920716,19663338,6058639,9.76218498,3.39067192,0.25863942,0.10610587,0.72385068,0.05376213,0.00707372
12/14/21,California,3097,474,56,5,14,1,5890817,19535970,6212564,10.6879771,4.07009317,0.26471317,0.10807592,0.71782427,0.05557514,0.00919795
12/15/21,California,3821,606,64,10,9,0,5857710,19390839,6384201,12.15522443,4.92734218,0.27258822,0.11859634,0.75358557,0.05451764,0.00895067
12/16/21,California,3954,662,69,9,14,0,5824936,19234860,6566628,13.92857997,5.84122366,0.28890997,0.11747712,0.78970825,0.05495974,0.00870201
12/17/21,California,4389,803,59,13,11,0,5790318,19063141,6768167,16.03768085,7.00970546,0.29975573,0.13297544,0.81416698,0.0562042,0.00844289
12/18/21,California,4111,855,56,15,7,0,5771888,18978605,6868038,18.18062271,8.38875465,0.30334911,0.14560199,0.81181656,0.05570182,0.00416006
12/19/21,California,4692,1067,52,13,12,1,5761344,18938970,6915414,20.56983186,10.08926271,0.31228128,0.1549334,0.83065935,0.05657269,0.00619734
12/20/21,California,10080,2138,88,16,8,2,5730159,18805500,7073494,25.9377006,13.33953812,0.33728734,0.16358858,0.83518002,0.05697421,0.00807845
12/21/21,California,12068,2539,119,17,8,2,5698225,18659424,7245286,33.00898095,17.09485904,0.38816081,0.18337046,0.83233939,0.05282662,0.00985863
12/22/21,California,14017,2978,120,22,3,2,5666441,18516762,7413533,41.12952979,21.27769002,0.43435549,0.20233268,0.80675482,0.04860461,0.01348885
12/23/21,California,13952,3373,125,22,13,2,5635968,18372406,7581325,49.22677442,25.9151835,0.48131187,0.22235088,0.78830418,0.04820894,0.01695897
12/24/21,California,9719,2405,112,25,15,0,5606163,18214047,7765555,53.83521536,28.2474521,0.52706573,0.23915134,0.78230231,0.05176538,0.01655663
12/25/21,California,6077,1761,110,29,11,1,5588872,18135214,7859000,55.61791866,29.558468,0.57189447,0.26175631,0.78216652,0.05514134,0.01817752
12/26/21,California,15562,4061,168,42,6,1,5578904,18097947,7903316,64.31274063,34.80455907,0.66463734,0.3127078,0.76563937,0.05051875,0.0180756
12/27/21,California,32294,7741,295,64,9,5,5551694,17974765,8047683,82.40838913,44.12627656,0.8337085,0.39230457,0.7796848,0.05165973,0.02307674
12/28/21,California,37308,8967,294,73,6,2,5523490,17843801,8200182,103.2203204,54.50401676,0.97993215,0.48256769,0.75780246,0.05043768,0.02264758
12/29/21,California,37259,9559,296,81,17,0,5494430,17708217,8358007,122.7606048,64.72322204,1.12941918,0.57429959,0.77221061,0.06211806,0.01880147
12/30/21,California,34530,9611,329,83,8,1,5464780,17559007,8524346,140.5456958,73.91434235,1.30498756,0.66532125,0.77117207,0.058578,0.01675872
12/31/21,California,22449,6310,299,81,13,6,5433432,17400135,8704568,152.2804277,78.79278361,1.47043194,0.74345201,0.79665512,0.05747082,0.02625879
1/1/22,California,12667,4030,310,60,20,5,5415594,17317770,8798712,158.440888,81.63370145,1.64240876,0.7858293,0.8098307,0.0651684,0.03247229
1/2/22,California,22166,6828,329,78,11,3,5404523,17274675,8848193,164.2974883,85.64460563,1.77964895,0.83955802,0.82999264,0.06946585,0.03551976
1/3/22,California,54082,15279,466,140,18,4,5372525,17125660,9018177,183.9019843,95.97124943,1.93777725,0.94412493,0.8641853,0.07757782,0.03326615
1/4/22,California,59823,16255,489,117,23,3,5338300,16963596,9202585,204.6196876,105.3617,2.12050727,0.99350967,0.93930384,0.09263535,0.03415189
1/5/22,California,57921,15957,459,129,27,4,5304727,16808777,9379766,224.0649122,113.1158283,2.27857149,1.04784825,1.01796002,0.10198753,0.03959892
1/6/22,California,51721,14910,471,168,25,4,5275711,16673553,9532597,240.6111557,119.2434758,2.41871492,1.15843113,1.10750137,0.11738007,0.0434599
1/7/22,California,48149,14094,463,129,18,8,5268726,16647879,9563244,263.0356524,130.4891938,2.56317508,1.22642185,1.14150664,0.12185164,0.04630826
1/8/22,California,27852,8783,391,118,34,4,5268502,16647401,9563793,276.0739821,137.5813968,2.6327576,1.31298773,1.23645881,0.13386903,0.04481187
1/9/22,California,19464,6608,369,104,29,7,5259282,16618666,9598831,274.2286466,136.7517714,2.67169459,1.3468902,1.26850558,0.14957364,0.0506014
1/10/22,California,48616,15745,499,150,24,10,5230357,16497196,9740020,271.5145393,135.452934,2.71994274,1.34203303,1.33560946,0.15587064,0.05866811
1/11/22,California,45137,14742,512,156,42,5,5197886,16356593,9902265,261.0218749,131.0508252,2.76341167,1.37630849,1.44564265,0.17380497,0.0605922
1/12/22,California,42122,14213,489,138,51,13,5164642,16216525,10064209,249.3585137,126.4665424,2.81370833,1.36693732,1.49920501,0.19644864,0.07239232
1/13/22,California,38319,13424,450,145,40,9,5134055,16085248,10215138,239.4909565,122.5198468,2.8180213,1.31457563,1.55543996,0.2113738,0.07831514
1/14/22,California,36364,12424,456,135,34,11,5123020,16041399,10266180,229.6504367,119.5868376,2.81949046,1.31638893,1.63408079,0.22620043,0.08210037
1/15/22,California,19811,7980,380,109,47,5,5121270,16037751,10270655,222.5401091,118.4178197,2.81033348,1.30329704,1.72111326,0.23783171,0.08345552
1/16/22,California,13344,5559,335,120,43,13,5112713,16010353,10304095,217.4601825,116.5791714,2.7848052,1.32125002,1.85531914,0.25073062,0.09150315
1/17/22,California,27348,11502,454,168,42,10,5083622,15899405,10434656,199.8682161,109.3115644,2.76380513,1.32936137,1.93056953,0.26865336,0.09035824
1/18/22,California,37348,14850,412,191,43,14,5053074,15775206,10579027,194.3882245,107.9656408,2.69500669,1.35848302,1.97616625,0.27167406,0.10127856
1/19/22,California,31586,12917,431,158,41,16,5022069,15647881,10726201,186.3511104,104.7581658,2.66398462,1.36648035,2.1249068,0.26475515,0.10388447
1/20/22,California,28618,11927,371,151,52,15,4991137,15513367,10880703,179.0336222,101.3051665,2.61433529,1.35495447,2.20104443,0.27810118,0.11028699
1/21/22,California,23858,11028,384,148,58,17,4957896,15354945,11061236,169.2456172,97.84879117,2.57432192,1.34962959,2.29071825,0.30329922,0.11623604
1/22/22,California,12377,6395,280,93,53,15,4938647,15270973,11156998,163.2218944,94.97946619,2.49492943,1.31755872,2.27361288,0.31057989,0.12804264
1/23/22,California,8511,4575,251,77,52,17,4928138,15235295,11198319,159.072357,93.37370827,2.42200758,1.25784185,2.30455049,0.31974626,0.13267297
1/24/22,California,21054,10280,323,127,41,11,4900585,15127351,11323428,154.2636249,90.80036792,2.31557868,1.19221847,2.25629039,0.3210835,0.13246872
1/25/22,California,17574,9075,292,119,47,18,4871206,15011953,11456860,136.6320748,82.54193807,2.21918399,1.08855555,2.27869649,0.32735819,0.13591358
1/26/22,California,15176,8268,255,102,51,12,4843218,14898827,11587169,121.934815,75.88196417,2.06727684,1.0072718,2.18862748,0.33943228,0.12945354
1/27/22,California,12563,6961,245,101,51,22,4815750,14788537,11713977,107.3350644,69.00425754,1.96097829,0.9353905,2.16847991,0.3409977,0.13658897
1/28/22,California,10952,6177,217,89,37,14,4786450,14649660,11868988,95.76721527,62.26430473,1.81671696,0.85216075,2.15787722,0.32375203,0.13119424
1/29/22,California,5773,3690,176,75,60,17,4770375,14579074,11947181,89.75976703,58.62231673,1.72360545,0.82506014,2.15317005,0.33217865,0.13272707
1/30/22,California,4043,2744,152,64,46,19,4761343,14548105,11982781,85.5634266,56.26525977,1.63006012,0.80711052,2.15125378,0.32699399,0.13471712
1/31/22,California,10504,6163,165,102,47,17,4741239,14469569,12074071,75.61188786,50.96872463,1.48291513,0.77142877,2.17242792,0.33469256,0.14079758
2/1/22,California,8564,5344,167,73,57,13,4717538,14382107,12177907,67.12209434,46.15735693,1.36777098,0.71088922,2.12580618,0.34666091,0.13373164
2/2/22,California,7228,4843,142,56,39,15,4694916,14296159,12279653,59.58343676,41.79038517,1.26307653,0.65148421,2.13909198,0.33675379,0.13611366
2/3/22,California,6383,4152,123,69,45,13,4673281,14213460,12377334,53.71869843,38.21847719,1.14780537,0.60940887,2.06951574,0.33268264,0.12465181
2/4/22,California,5636,3936,102,46,45,10,4649128,14105017,12499112,48.74759912,35.28479235,1.04015675,0.55432509,2.04032117,0.34334288,0.11886559
2/5/22,California,3157,2417,85,42,29,13,4635645,14048599,12561851,46.28321199,33.66087188,0.95179801,0.51402798,1.98153963,0.31319849,0.113723
2/6/22,California,2333,1988,69,45,20,15,4628066,14025443,12589419,44.61789295,32.72929888,0.86882919,0.49134232,1.82736004,0.2872331,0.10893502
