start,end,minute_count
2022-04-13T04:56:00.000Z,2022-04-13T04:57:00.000Z,65
2022-04-13T04:57:00.000Z,2022-04-13T04:58:00.000Z,49
2022-04-13T04:58:00.000Z,2022-04-13T04:59:00.000Z,40
2022-04-13T04:59:00.000Z,2022-04-13T05:00:00.000Z,46
2022-04-13T05:00:00.000Z,2022-04-13T05:01:00.000Z,52
2022-04-13T05:01:00.000Z,2022-04-13T05:02:00.000Z,45
2022-04-13T05:02:00.000Z,2022-04-13T05:03:00.000Z,57
2022-04-13T05:03:00.000Z,2022-04-13T05:04:00.000Z,48
2022-04-13T05:04:00.000Z,2022-04-13T05:05:00.000Z,43
2022-04-13T05:05:00.000Z,2022-04-13T05:06:00.000Z,45
2022-04-13T05:06:00.000Z,2022-04-13T05:07:00.000Z,60
2022-04-13T05:07:00.000Z,2022-04-13T05:08:00.000Z,42
2022-04-13T05:08:00.000Z,2022-04-13T05:09:00.000Z,52
2022-04-13T05:09:00.000Z,2022-04-13T05:10:00.000Z,51
2022-04-13T05:10:00.000Z,2022-04-13T05:11:00.000Z,45
2022-04-13T05:11:00.000Z,2022-04-13T05:12:00.000Z,51
2022-04-13T05:12:00.000Z,2022-04-13T05:13:00.000Z,41
2022-04-13T05:13:00.000Z,2022-04-13T05:14:00.000Z,45
2022-04-13T05:14:00.000Z,2022-04-13T05:15:00.000Z,48
2022-04-13T05:15:00.000Z,2022-04-13T05:16:00.000Z,50
2022-04-13T05:16:00.000Z,2022-04-13T05:17:00.000Z,51
2022-04-13T05:17:00.000Z,2022-04-13T05:18:00.000Z,54
2022-04-13T05:18:00.000Z,2022-04-13T05:19:00.000Z,48
2022-04-13T05:19:00.000Z,2022-04-13T05:20:00.000Z,44
2022-04-13T05:20:00.000Z,2022-04-13T05:21:00.000Z,47
2022-04-13T05:21:00.000Z,2022-04-13T05:22:00.000Z,59
2022-04-13T05:22:00.000Z,2022-04-13T05:23:00.000Z,56
2022-04-13T05:23:00.000Z,2022-04-13T05:24:00.000Z,45
2022-04-13T05:24:00.000Z,2022-04-13T05:25:00.000Z,47
2022-04-13T05:25:00.000Z,2022-04-13T05:26:00.000Z,56
2022-04-13T05:26:00.000Z,2022-04-13T05:27:00.000Z,43
2022-04-13T05:27:00.000Z,2022-04-13T05:28:00.000Z,40
2022-04-13T05:28:00.000Z,2022-04-13T05:29:00.000Z,45
2022-04-13T05:29:00.000Z,2022-04-13T05:30:00.000Z,47
2022-04-13T05:30:00.000Z,2022-04-13T05:31:00.000Z,65
2022-04-13T05:31:00.000Z,2022-04-13T05:32:00.000Z,39
2022-04-13T05:32:00.000Z,2022-04-13T05:33:00.000Z,47
2022-04-13T05:33:00.000Z,2022-04-13T05:34:00.000Z,63
2022-04-13T05:34:00.000Z,2022-04-13T05:35:00.000Z,37
2022-04-13T05:35:00.000Z,2022-04-13T05:36:00.000Z,52
2022-04-13T05:36:00.000Z,2022-04-13T05:37:00.000Z,52
2022-04-13T05:37:00.000Z,2022-04-13T05:38:00.000Z,48
2022-04-13T05:38:00.000Z,2022-04-13T05:39:00.000Z,57
2022-04-13T05:39:00.000Z,2022-04-13T05:40:00.000Z,65
2022-04-13T05:40:00.000Z,2022-04-13T05:41:00.000Z,53
2022-04-13T05:41:00.000Z,2022-04-13T05:42:00.000Z,42
2022-04-13T05:42:00.000Z,2022-04-13T05:43:00.000Z,59
2022-04-13T05:43:00.000Z,2022-04-13T05:44:00.000Z,49
2022-04-13T05:44:00.000Z,2022-04-13T05:45:00.000Z,43
2022-04-13T05:45:00.000Z,2022-04-13T05:46:00.000Z,55
2022-04-13T05:46:00.000Z,2022-04-13T05:47:00.000Z,61
2022-04-13T05:47:00.000Z,2022-04-13T05:48:00.000Z,50
2022-04-13T05:48:00.000Z,2022-04-13T05:49:00.000Z,40
2022-04-13T05:49:00.000Z,2022-04-13T05:50:00.000Z,35
2022-04-13T05:50:00.000Z,2022-04-13T05:51:00.000Z,42
2022-04-13T05:51:00.000Z,2022-04-13T05:52:00.000Z,47
2022-04-13T05:52:00.000Z,2022-04-13T05:53:00.000Z,45
2022-04-13T05:53:00.000Z,2022-04-13T05:54:00.000Z,35
2022-04-13T05:54:00.000Z,2022-04-13T05:55:00.000Z,49
2022-04-13T05:55:00.000Z,2022-04-13T05:56:00.000Z,54
2022-04-13T05:56:00.000Z,2022-04-13T05:57:00.000Z,54
2022-04-13T05:57:00.000Z,2022-04-13T05:58:00.000Z,45
2022-04-13T05:58:00.000Z,2022-04-13T05:59:00.000Z,32
2022-04-13T05:59:00.000Z,2022-04-13T06:00:00.000Z,37
2022-04-13T06:00:00.000Z,2022-04-13T06:01:00.000Z,51
2022-04-13T06:01:00.000Z,2022-04-13T06:02:00.000Z,33
2022-04-13T06:02:00.000Z,2022-04-13T06:03:00.000Z,41
2022-04-13T06:03:00.000Z,2022-04-13T06:04:00.000Z,40
2022-04-13T06:04:00.000Z,2022-04-13T06:05:00.000Z,44
2022-04-13T06:05:00.000Z,2022-04-13T06:06:00.000Z,42
2022-04-13T06:06:00.000Z,2022-04-13T06:07:00.000Z,32
2022-04-13T06:07:00.000Z,2022-04-13T06:08:00.000Z,31
2022-04-13T06:08:00.000Z,2022-04-13T06:09:00.000Z,50
2022-04-13T06:09:00.000Z,2022-04-13T06:10:00.000Z,49
2022-04-13T06:10:00.000Z,2022-04-13T06:11:00.000Z,41
2022-04-13T06:11:00.000Z,2022-04-13T06:12:00.000Z,32
2022-04-13T06:12:00.000Z,2022-04-13T06:13:00.000Z,34
2022-04-13T06:13:00.000Z,2022-04-13T06:14:00.000Z,34
2022-04-13T06:14:00.000Z,2022-04-13T06:15:00.000Z,42
2022-04-13T06:15:00.000Z,2022-04-13T06:16:00.000Z,41
2022-04-13T06:16:00.000Z,2022-04-13T06:17:00.000Z,28
2022-04-13T06:17:00.000Z,2022-04-13T06:18:00.000Z,48
2022-04-13T06:18:00.000Z,2022-04-13T06:19:00.000Z,48
2022-04-13T06:19:00.000Z,2022-04-13T06:20:00.000Z,39
2022-04-13T06:20:00.000Z,2022-04-13T06:21:00.000Z,37
2022-04-13T06:21:00.000Z,2022-04-13T06:22:00.000Z,47
2022-04-13T06:22:00.000Z,2022-04-13T06:23:00.000Z,40
2022-04-13T06:23:00.000Z,2022-04-13T06:24:00.000Z,39
2022-04-13T06:24:00.000Z,2022-04-13T06:25:00.000Z,32
2022-04-13T06:25:00.000Z,2022-04-13T06:26:00.000Z,44
2022-04-13T06:26:00.000Z,2022-04-13T06:27:00.000Z,51
2022-04-13T06:27:00.000Z,2022-04-13T06:28:00.000Z,43
2022-04-13T06:28:00.000Z,2022-04-13T06:29:00.000Z,33
2022-04-13T06:29:00.000Z,2022-04-13T06:30:00.000Z,30
2022-04-13T06:30:00.000Z,2022-04-13T06:31:00.000Z,38
2022-04-13T06:31:00.000Z,2022-04-13T06:32:00.000Z,27
2022-04-13T06:32:00.000Z,2022-04-13T06:33:00.000Z,46
2022-04-13T06:33:00.000Z,2022-04-13T06:34:00.000Z,48
2022-04-13T06:34:00.000Z,2022-04-13T06:35:00.000Z,40
2022-04-13T06:35:00.000Z,2022-04-13T06:36:00.000Z,38
2022-04-13T06:36:00.000Z,2022-04-13T06:37:00.000Z,50
2022-04-13T06:37:00.000Z,2022-04-13T06:38:00.000Z,41
2022-04-13T06:38:00.000Z,2022-04-13T06:39:00.000Z,47
2022-04-13T06:39:00.000Z,2022-04-13T06:40:00.000Z,38
2022-04-13T06:40:00.000Z,2022-04-13T06:41:00.000Z,38
2022-04-13T06:41:00.000Z,2022-04-13T06:42:00.000Z,41
2022-04-13T06:42:00.000Z,2022-04-13T06:43:00.000Z,36
2022-04-13T06:43:00.000Z,2022-04-13T06:44:00.000Z,33
2022-04-13T06:44:00.000Z,2022-04-13T06:45:00.000Z,29
2022-04-13T06:45:00.000Z,2022-04-13T06:46:00.000Z,31
2022-04-13T06:46:00.000Z,2022-04-13T06:47:00.000Z,34
2022-04-13T06:47:00.000Z,2022-04-13T06:48:00.000Z,35
2022-04-13T06:48:00.000Z,2022-04-13T06:49:00.000Z,34
2022-04-13T06:49:00.000Z,2022-04-13T06:50:00.000Z,32
2022-04-13T06:50:00.000Z,2022-04-13T06:51:00.000Z,30
2022-04-13T06:51:00.000Z,2022-04-13T06:52:00.000Z,43
2022-04-13T06:52:00.000Z,2022-04-13T06:53:00.000Z,33
2022-04-13T06:53:00.000Z,2022-04-13T06:54:00.000Z,31
2022-04-13T06:54:00.000Z,2022-04-13T06:55:00.000Z,43
2022-04-13T06:55:00.000Z,2022-04-13T06:56:00.000Z,32
2022-04-13T06:56:00.000Z,2022-04-13T06:57:00.000Z,48
2022-04-13T06:57:00.000Z,2022-04-13T06:58:00.000Z,44
2022-04-13T06:58:00.000Z,2022-04-13T06:59:00.000Z,37
2022-04-13T06:59:00.000Z,2022-04-13T07:00:00.000Z,45
2022-04-13T07:00:00.000Z,2022-04-13T07:01:00.000Z,45
2022-04-13T07:01:00.000Z,2022-04-13T07:02:00.000Z,58
2022-04-13T07:02:00.000Z,2022-04-13T07:03:00.000Z,45
2022-04-13T07:03:00.000Z,2022-04-13T07:04:00.000Z,26
2022-04-13T07:04:00.000Z,2022-04-13T07:05:00.000Z,46
2022-04-13T07:05:00.000Z,2022-04-13T07:06:00.000Z,36
2022-04-13T07:06:00.000Z,2022-04-13T07:07:00.000Z,39
2022-04-13T07:07:00.000Z,2022-04-13T07:08:00.000Z,34
2022-04-13T07:08:00.000Z,2022-04-13T07:09:00.000Z,34
2022-04-13T07:09:00.000Z,2022-04-13T07:10:00.000Z,32
2022-04-13T07:10:00.000Z,2022-04-13T07:11:00.000Z,41
2022-04-13T07:11:00.000Z,2022-04-13T07:12:00.000Z,31
2022-04-13T07:12:00.000Z,2022-04-13T07:13:00.000Z,27
2022-04-13T07:13:00.000Z,2022-04-13T07:14:00.000Z,37
2022-04-13T07:14:00.000Z,2022-04-13T07:15:00.000Z,39
2022-04-13T07:15:00.000Z,2022-04-13T07:16:00.000Z,36
2022-04-13T07:16:00.000Z,2022-04-13T07:17:00.000Z,34
2022-04-13T07:17:00.000Z,2022-04-13T07:18:00.000Z,35
2022-04-13T07:18:00.000Z,2022-04-13T07:19:00.000Z,42
2022-04-13T07:19:00.000Z,2022-04-13T07:20:00.000Z,34
2022-04-13T07:20:00.000Z,2022-04-13T07:21:00.000Z,40
2022-04-13T07:21:00.000Z,2022-04-13T07:22:00.000Z,46
2022-04-13T07:22:00.000Z,2022-04-13T07:23:00.000Z,38
2022-04-13T07:23:00.000Z,2022-04-13T07:24:00.000Z,46
2022-04-13T07:24:00.000Z,2022-04-13T07:25:00.000Z,47
2022-04-13T07:25:00.000Z,2022-04-13T07:26:00.000Z,30
2022-04-13T07:26:00.000Z,2022-04-13T07:27:00.000Z,44
2022-04-13T07:27:00.000Z,2022-04-13T07:28:00.000Z,35
2022-04-13T07:28:00.000Z,2022-04-13T07:29:00.000Z,34
2022-04-13T07:29:00.000Z,2022-04-13T07:30:00.000Z,31
2022-04-13T07:30:00.000Z,2022-04-13T07:31:00.000Z,28
2022-04-13T07:31:00.000Z,2022-04-13T07:32:00.000Z,29
2022-04-13T07:32:00.000Z,2022-04-13T07:33:00.000Z,27
2022-04-13T07:33:00.000Z,2022-04-13T07:34:00.000Z,40
2022-04-13T07:34:00.000Z,2022-04-13T07:35:00.000Z,36
2022-04-13T07:35:00.000Z,2022-04-13T07:36:00.000Z,32
2022-04-13T07:36:00.000Z,2022-04-13T07:37:00.000Z,39
2022-04-13T07:37:00.000Z,2022-04-13T07:38:00.000Z,40
2022-04-13T07:38:00.000Z,2022-04-13T07:39:00.000Z,36
2022-04-13T07:39:00.000Z,2022-04-13T07:40:00.000Z,32
2022-04-13T07:40:00.000Z,2022-04-13T07:41:00.000Z,40
2022-04-13T07:41:00.000Z,2022-04-13T07:42:00.000Z,37
2022-04-13T07:42:00.000Z,2022-04-13T07:43:00.000Z,36
2022-04-13T07:43:00.000Z,2022-04-13T07:44:00.000Z,47
2022-04-13T07:44:00.000Z,2022-04-13T07:45:00.000Z,35
2022-04-13T07:45:00.000Z,2022-04-13T07:46:00.000Z,30
2022-04-13T07:46:00.000Z,2022-04-13T07:47:00.000Z,36
2022-04-13T07:47:00.000Z,2022-04-13T07:48:00.000Z,26
2022-04-13T07:48:00.000Z,2022-04-13T07:49:00.000Z,40
2022-04-13T07:49:00.000Z,2022-04-13T07:50:00.000Z,31
2022-04-13T07:50:00.000Z,2022-04-13T07:51:00.000Z,34
2022-04-13T07:51:00.000Z,2022-04-13T07:52:00.000Z,34
2022-04-13T07:52:00.000Z,2022-04-13T07:53:00.000Z,37
2022-04-13T07:53:00.000Z,2022-04-13T07:54:00.000Z,36
2022-04-13T07:54:00.000Z,2022-04-13T07:55:00.000Z,29
2022-04-13T07:55:00.000Z,2022-04-13T07:56:00.000Z,32
2022-04-13T07:56:00.000Z,2022-04-13T07:57:00.000Z,35
2022-04-13T07:57:00.000Z,2022-04-13T07:58:00.000Z,39
2022-04-13T07:58:00.000Z,2022-04-13T07:59:00.000Z,33
2022-04-13T07:59:00.000Z,2022-04-13T08:00:00.000Z,41
2022-04-13T08:00:00.000Z,2022-04-13T08:01:00.000Z,35
2022-04-13T08:01:00.000Z,2022-04-13T08:02:00.000Z,33
2022-04-13T08:02:00.000Z,2022-04-13T08:03:00.000Z,46
2022-04-13T08:03:00.000Z,2022-04-13T08:04:00.000Z,33
2022-04-13T08:04:00.000Z,2022-04-13T08:05:00.000Z,33
2022-04-13T08:05:00.000Z,2022-04-13T08:06:00.000Z,32
2022-04-13T08:06:00.000Z,2022-04-13T08:07:00.000Z,31
2022-04-13T08:07:00.000Z,2022-04-13T08:08:00.000Z,39
2022-04-13T08:08:00.000Z,2022-04-13T08:09:00.000Z,25
2022-04-13T08:09:00.000Z,2022-04-13T08:10:00.000Z,32
2022-04-13T08:10:00.000Z,2022-04-13T08:11:00.000Z,42
2022-04-13T08:11:00.000Z,2022-04-13T08:12:00.000Z,34
2022-04-13T08:12:00.000Z,2022-04-13T08:13:00.000Z,54
2022-04-13T08:13:00.000Z,2022-04-13T08:14:00.000Z,40
2022-04-13T08:14:00.000Z,2022-04-13T08:15:00.000Z,46
2022-04-13T08:15:00.000Z,2022-04-13T08:16:00.000Z,34
2022-04-13T08:16:00.000Z,2022-04-13T08:17:00.000Z,49
2022-04-13T08:17:00.000Z,2022-04-13T08:18:00.000Z,42
2022-04-13T08:18:00.000Z,2022-04-13T08:19:00.000Z,36
2022-04-13T08:19:00.000Z,2022-04-13T08:20:00.000Z,41
2022-04-13T08:20:00.000Z,2022-04-13T08:21:00.000Z,36
2022-04-13T08:21:00.000Z,2022-04-13T08:22:00.000Z,26
2022-04-13T08:22:00.000Z,2022-04-13T08:23:00.000Z,29
2022-04-13T08:23:00.000Z,2022-04-13T08:24:00.000Z,27
2022-04-13T08:24:00.000Z,2022-04-13T08:25:00.000Z,29
2022-04-13T08:25:00.000Z,2022-04-13T08:26:00.000Z,36
2022-04-13T08:26:00.000Z,2022-04-13T08:27:00.000Z,29
2022-04-13T08:27:00.000Z,2022-04-13T08:28:00.000Z,41
2022-04-13T08:28:00.000Z,2022-04-13T08:29:00.000Z,38
2022-04-13T08:29:00.000Z,2022-04-13T08:30:00.000Z,30
2022-04-13T08:30:00.000Z,2022-04-13T08:31:00.000Z,39
2022-04-13T08:31:00.000Z,2022-04-13T08:32:00.000Z,35
2022-04-13T08:32:00.000Z,2022-04-13T08:33:00.000Z,31
2022-04-13T08:33:00.000Z,2022-04-13T08:34:00.000Z,31
2022-04-13T08:34:00.000Z,2022-04-13T08:35:00.000Z,43
2022-04-13T08:35:00.000Z,2022-04-13T08:36:00.000Z,41
2022-04-13T08:36:00.000Z,2022-04-13T08:37:00.000Z,36
2022-04-13T08:37:00.000Z,2022-04-13T08:38:00.000Z,41
2022-04-13T08:38:00.000Z,2022-04-13T08:39:00.000Z,39
2022-04-13T08:39:00.000Z,2022-04-13T08:40:00.000Z,33
2022-04-13T08:40:00.000Z,2022-04-13T08:41:00.000Z,36
2022-04-13T08:41:00.000Z,2022-04-13T08:42:00.000Z,42
2022-04-13T08:42:00.000Z,2022-04-13T08:43:00.000Z,39
2022-04-13T08:43:00.000Z,2022-04-13T08:44:00.000Z,35
2022-04-13T08:44:00.000Z,2022-04-13T08:45:00.000Z,41
2022-04-13T08:45:00.000Z,2022-04-13T08:46:00.000Z,32
2022-04-13T08:46:00.000Z,2022-04-13T08:47:00.000Z,30
2022-04-13T08:47:00.000Z,2022-04-13T08:48:00.000Z,35
2022-04-13T08:48:00.000Z,2022-04-13T08:49:00.000Z,34
2022-04-13T08:49:00.000Z,2022-04-13T08:50:00.000Z,32
2022-04-13T08:50:00.000Z,2022-04-13T08:51:00.000Z,34
2022-04-13T08:51:00.000Z,2022-04-13T08:52:00.000Z,27
2022-04-13T08:52:00.000Z,2022-04-13T08:53:00.000Z,34
2022-04-13T08:53:00.000Z,2022-04-13T08:54:00.000Z,22
2022-04-13T08:54:00.000Z,2022-04-13T08:55:00.000Z,30
2022-04-13T08:55:00.000Z,2022-04-13T08:56:00.000Z,28
2022-04-13T08:56:00.000Z,2022-04-13T08:57:00.000Z,35
2022-04-13T08:57:00.000Z,2022-04-13T08:58:00.000Z,31
2022-04-13T08:58:00.000Z,2022-04-13T08:59:00.000Z,24
2022-04-13T08:59:00.000Z,2022-04-13T09:00:00.000Z,27
2022-04-13T09:00:00.000Z,2022-04-13T09:01:00.000Z,38
2022-04-13T09:01:00.000Z,2022-04-13T09:02:00.000Z,33
2022-04-13T09:02:00.000Z,2022-04-13T09:03:00.000Z,30
2022-04-13T09:03:00.000Z,2022-04-13T09:04:00.000Z,32
2022-04-13T09:04:00.000Z,2022-04-13T09:05:00.000Z,25
2022-04-13T09:05:00.000Z,2022-04-13T09:06:00.000Z,41
2022-04-13T09:06:00.000Z,2022-04-13T09:07:00.000Z,29
2022-04-13T09:07:00.000Z,2022-04-13T09:08:00.000Z,45
2022-04-13T09:08:00.000Z,2022-04-13T09:09:00.000Z,29
2022-04-13T09:09:00.000Z,2022-04-13T09:10:00.000Z,28
2022-04-13T09:10:00.000Z,2022-04-13T09:11:00.000Z,38
2022-04-13T09:11:00.000Z,2022-04-13T09:12:00.000Z,30
2022-04-13T09:12:00.000Z,2022-04-13T09:13:00.000Z,20
2022-04-13T09:13:00.000Z,2022-04-13T09:14:00.000Z,32
2022-04-13T09:14:00.000Z,2022-04-13T09:15:00.000Z,28
2022-04-13T09:15:00.000Z,2022-04-13T09:16:00.000Z,46
2022-04-13T09:16:00.000Z,2022-04-13T09:17:00.000Z,32
2022-04-13T09:17:00.000Z,2022-04-13T09:18:00.000Z,50
2022-04-13T09:18:00.000Z,2022-04-13T09:19:00.000Z,46
2022-04-13T09:19:00.000Z,2022-04-13T09:20:00.000Z,47
2022-04-13T09:20:00.000Z,2022-04-13T09:21:00.000Z,31
2022-04-13T09:21:00.000Z,2022-04-13T09:22:00.000Z,52
2022-04-13T09:22:00.000Z,2022-04-13T09:23:00.000Z,39
2022-04-13T09:23:00.000Z,2022-04-13T09:24:00.000Z,43
2022-04-13T09:24:00.000Z,2022-04-13T09:25:00.000Z,46
2022-04-13T09:25:00.000Z,2022-04-13T09:26:00.000Z,40
2022-04-13T09:26:00.000Z,2022-04-13T09:27:00.000Z,46
2022-04-13T09:27:00.000Z,2022-04-13T09:28:00.000Z,33
2022-04-13T09:28:00.000Z,2022-04-13T09:29:00.000Z,45
2022-04-13T09:29:00.000Z,2022-04-13T09:30:00.000Z,38
2022-04-13T09:30:00.000Z,2022-04-13T09:31:00.000Z,57
2022-04-13T09:31:00.000Z,2022-04-13T09:32:00.000Z,46
2022-04-13T09:32:00.000Z,2022-04-13T09:33:00.000Z,30
2022-04-13T09:33:00.000Z,2022-04-13T09:34:00.000Z,38
2022-04-13T09:34:00.000Z,2022-04-13T09:35:00.000Z,33
2022-04-13T09:35:00.000Z,2022-04-13T09:36:00.000Z,33
2022-04-13T09:36:00.000Z,2022-04-13T09:37:00.000Z,26
2022-04-13T09:37:00.000Z,2022-04-13T09:38:00.000Z,43
2022-04-13T09:38:00.000Z,2022-04-13T09:39:00.000Z,36
2022-04-13T09:39:00.000Z,2022-04-13T09:40:00.000Z,33
2022-04-13T09:40:00.000Z,2022-04-13T09:41:00.000Z,41
2022-04-13T09:41:00.000Z,2022-04-13T09:42:00.000Z,37
2022-04-13T09:42:00.000Z,2022-04-13T09:43:00.000Z,31
2022-04-13T09:43:00.000Z,2022-04-13T09:44:00.000Z,29
2022-04-13T09:44:00.000Z,2022-04-13T09:45:00.000Z,41
2022-04-13T09:45:00.000Z,2022-04-13T09:46:00.000Z,41
2022-04-13T09:46:00.000Z,2022-04-13T09:47:00.000Z,43
2022-04-13T09:47:00.000Z,2022-04-13T09:48:00.000Z,44
2022-04-13T09:48:00.000Z,2022-04-13T09:49:00.000Z,52
2022-04-13T09:49:00.000Z,2022-04-13T09:50:00.000Z,37
2022-04-13T09:50:00.000Z,2022-04-13T09:51:00.000Z,43
2022-04-13T09:51:00.000Z,2022-04-13T09:52:00.000Z,62
2022-04-13T09:52:00.000Z,2022-04-13T09:53:00.000Z,55
2022-04-13T09:53:00.000Z,2022-04-13T09:54:00.000Z,31
2022-04-13T09:54:00.000Z,2022-04-13T09:55:00.000Z,30
2022-04-13T09:55:00.000Z,2022-04-13T09:56:00.000Z,30
2022-04-13T09:56:00.000Z,2022-04-13T09:57:00.000Z,39
2022-04-13T09:57:00.000Z,2022-04-13T09:58:00.000Z,36
2022-04-13T09:58:00.000Z,2022-04-13T09:59:00.000Z,35
2022-04-13T09:59:00.000Z,2022-04-13T10:00:00.000Z,22
2022-04-13T10:00:00.000Z,2022-04-13T10:01:00.000Z,35
2022-04-13T10:01:00.000Z,2022-04-13T10:02:00.000Z,38
2022-04-13T10:02:00.000Z,2022-04-13T10:03:00.000Z,49
2022-04-13T10:03:00.000Z,2022-04-13T10:04:00.000Z,34
2022-04-13T10:04:00.000Z,2022-04-13T10:05:00.000Z,42
2022-04-13T10:05:00.000Z,2022-04-13T10:06:00.000Z,37
2022-04-13T10:06:00.000Z,2022-04-13T10:07:00.000Z,40
2022-04-13T10:07:00.000Z,2022-04-13T10:08:00.000Z,46
2022-04-13T10:08:00.000Z,2022-04-13T10:09:00.000Z,28
2022-04-13T10:09:00.000Z,2022-04-13T10:10:00.000Z,36
2022-04-13T10:10:00.000Z,2022-04-13T10:11:00.000Z,36
2022-04-13T10:11:00.000Z,2022-04-13T10:12:00.000Z,41
